,									     Title, Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Rated Energy,Duration,Modular,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
643,Woojin Industrial Systems 2nd Factory,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"This energy storage project is located at Woojin Industrial Systems 2nd Factory in North Chungcheong Province. The system consists of 288 kWh (lead-acid) battery capacity combined with a 150 kW power conversion system. The installation will be utilized for voltage drop compensation, grid backup, and measuring for grid voltage sag/swell.",150.0,,,,36.5184,126.8,,"Resiliency, Voltage Support, ",,North Chungcheong Province,"Korea, South",,01.03.2012,,,,,,,,,0.0,,0.0,0.0,,,DD.49.YYYY 22:49:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,New York City 1 MW Aggregated BTM - Glenwood Management,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"Glenwood Management, an owner and builder of luxury rental properties in Manhattan, is deploying 1 MW of distributed energy storage systems in ten buildings in its real estate portfolio.   The energy storage systems will be operational for the summer peak load season and will support the Indian Point Demand Management Program that Con Edison and NYSERDA are offering to commercial customers.  Glenwood has contracted with EnerSys, a provider of industrial battery solutions, and Demand Energy to deliver, install and operate an aggregated 1 MW of energy storage. The aggregation includes 10 valve regulated lead-acid energy storage systems with a capacity of 100 kW/ 400 kWh each.   If there is a demand response event, all of the systems can be coordinated to stop their individual activities and function as a single resource for grid support. The systems also participate in the transitive energy market in New York City when outside of the summer peak load season.",1000.0,,,,40.783060299999995,-73.97,,"Demand Response, Electric Bill Management, Electric Energy Time Shift, Electric Supply Capacity, ",Manhattan,New York,United States,17.03.2015,,17.03.2015,,NYISO,Consolidated Edison Company of New York (Con Edison),Investor Owned,,,Glenwood Management,0.0,,0.0,0.0,,,DD.32.YYYY 18:32:42,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,100 kW Furukawa Battery Iwaki Factory ,Electro-chemical,Lead-acid Battery,Hybrid Lead-acid Battery/Electro-chemical capacitor,Operational,"Furukawa Battery has set up a smart grid demonstration of UltraBattery® technology at their Iwaki factory. The load-levelling application involves 192 UltraBattery® cells, a 100-kW power conditioning system and a battery management system. The system was constructed to control the demand of electric power in their factory.",100.0,,,,37.050419500000004,140.89,,"Load Following (Tertiary Balancing), ",Iwaki,Fukushima,Japan,,01.10.2012,,,,,,,,,0.0,,0.0,0.0,,,DD.18.YYYY 22:18:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,85 kW Shimizu Corporation Microgrid,Electro-chemical,Lead-acid Battery,Hybrid Lead-acid Battery/Electro-chemical capacitor,Operational,"Furukawa developed a storage system for a corporate microgrid at Shimizu Corporation. The 500 Ah smart building application uses 163 Ultrabattery cells, each rated at 2 V. The energy storage system for the batteries monitors cell voltage, impedance and temperature.",85.0,,,,35.70902589999999,139.73,,"Microgrid Capability, ",Tokyo,Tokyo,Japan,19.08.2015,,,,,,,,,,0.0,,0.0,0.0,,,DD.12.YYYY 22:12:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Kitakyushu Smart Community Creation Project,Electro-chemical,Lead-acid Battery,Hybrid Lead-acid Battery/Electro-chemical Capacitor,Operational,"Furukawa Battery has set up a 300kW smart grid demonstration system of UltraBattery® technology in the Maeda area in Kitakyushu. The load levelling application uses 336 Ultrabattery® cells (1000 Ah, 2 volts).",300.0,,,,34.0,131.0,,"Load Following (Tertiary Balancing), ",Kitakyushu,Fukuoka Prefecture,Japan,19.08.2015,,,,,,,,,,0.0,,0.0,0.0,,,DD.56.YYYY 20:56:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Energy Buffer Unit (EBU) - BELECTRIC GmbH,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,The innovative Energy Buffer Unit (EBU) with its state-of-the-art lead-acid batteries is used for regulation reserve applications. In Alt Daber there is a prototype project wherin BELECTRIC created a cost efficient solution for the commercial use of battery storage in this business area due to the integrated system design of the EBU and its intelligent control system. With its rated power of 1600 kW which is completly provided in a millisecond range the electricity grid can be stabalized fast and therefore in a highly efficient way.,1500.0,,,,53.204087,12.5,,"Frequency Regulation, ",Alt Daber,Brandenburg,Germany,18.12.2014,,,,,,,,67.8 MW Solar Power Plant,BELECTRIC GmbH,15.0,,0.0,0.0,Adensis GmbH,R&amp;amp;D of the whole EBU,DD.08.YYYY 15:08:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Bysolar Hillside ESS for PJM Frequency Regulation,Electro-chemical,Lead-acid Battery,Lead Carbon Battery,Operational,"Princeton Power Systems was chosen by Bysolar Inc to provide a 500 kW battery inverter system for frequency regulation and emergency backup power. Bysolar is working in conjunction with Princeton Power Systems and Axion to create a battery system alongside a 575 kW solar PV system at an undisclosed facility in northern New Jersey. The battery system provides power in case of a grid outage, and generates revenue with an anticipated return-on-investments of five years.",500.0,,,,40.6955044,-74.23,,"Black Start, Frequency Regulation, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",Hillside,New Jersey,United States,21.01.2014,,,,PJM,,,,575 kw PV,,0.0,,0.0,0.0,,,DD.33.YYYY 19:33:34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,South Pole Telescope BESS,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"In collaboration with several centers of higher education, the University of Chicago chose Xtreme Power’s energy storage system to power the 200-ton South Pole Telescope’s scan cycles without infringing on the station’s life support system. The Telescope requires up to 259,200 cycles per month.",500.0,,,,-77.5247401,166.96,,"Electric Bill Management, Load Following (Tertiary Balancing), ",Amundsen–Scott South Pole Station,South Pole,Antarctica,,01.12.2006,,,,,,,,,0.0,,0.0,0.0,,,DD.01.YYYY 21:01:14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,GridSolar Boothbay Pilot Project: BESS,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"GridSolar contracted Convergent Energy + Power to design, install and operate a 500 kW / 3 MWh energy storage system in Boothbay, Maine, as part of a “Non-Transmission Alternative” pilot program. Convergent commissioned the system in April 2015. The battery-powered storage system is a part of Central Maine Power’s plan to provide load reduction on its transmission line to the Boothbay region.",500.0,,,,43.8993343,-69.62,,"Electric Energy Time Shift, Electric Supply Capacity, Stationary Transmission/Distribution Upgrade Deferral, Transmission Support, ",Boothbay,Maine,United States,18.07.2014,01.04.2015,,,ISO-NE,Central Maine Power,Investor Owned,Transmission,,Convergent Energy + Power,0.0,,0.0,0.0,,,DD.55.YYYY 23:55:43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
802,PREPA BESS 2,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Offline/Under Repair,"This system replaced the BESS de-commissioned in 1999. The 20 MW Battery Energy Storage System, BESS, at Sabana Llana was commissioned in August 2004. The plant was designed to provide ready reserve capacity in response to a System disturbance and power factor correction when needed. Within two years of commissioning a fire in the batteries of one unit forced it from service. Ongoing litigation has produced few results and the system continues to sit idle.",20000.0,,,,18.3978052,-66.01,,"Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Voltage Support, ",San Juan,Puerto Rico,United States,01.01.1999,01.08.2004,01.05.2003,01.01.2006,,Puerto Rico Electric Power Authority (PREPA),State/Municipal Owned,Primary Distribution,,"Passco, Induchem",0.0,,11500000.0,0.0,,,DD.49.YYYY 01:49:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
817,ATK Launch Systems Microgrid EaglePicher BESS,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,PowerPyramid Energy Storage System  Project Specs: 300kW – 3 x 100kW grid-tied inverter 1.2MWh – 600 x 180Ah 12V AGM lead-acid batteries 2 x 40’ ISO shipping containers,300.0,,,,41.659209999999995,-112.44,,"Electric Energy Time Shift, Renewables Energy Time Shift, ",Promontory,Utah,United States,06.02.2013,01.11.2013,,,,,,,,,0.0,,0.0,0.0,,,DD.49.YYYY 18:49:56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,"US NORTHCOM BESS project - Erigo Technologies, EaglePicher Technologies",Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"EaglePicher Technologies has been awarded a contract from Erigo Technologies LLC of Enfield, New Hampshire. Erigo’s contract, funded under the Department of Defense Rapid Innovation Fund and awarded by the U.S. Corp of Engineers on behalf of the U.S. Northern Command, calls for delivery of an innovative system employing multiple battery types and sophisticated control systems to address the frequency, duty cycle, and storage needs of the conventional and renewable power sources that make up many DoD microgrids.  EPT’s patented PowerPyramid™ hybrid energy storage system can be tailored to quickly and smoothly compensate for load imbalances and power source interruptions. The BESS will undergo testing and evaluation at the U.S. Department of Energy’s Energy System Integration Facility (ESIF), located on the campus of the National Renewable Energy Laboratory’s (NREL) in Golden, Colorado. At the completion of testing, NREL will assist USNORTHCOM in putting the system into service at a to-be-determined military base.  The three-tiered, 300 kW/386 kWh PowerPyramid™ grid-tied energy storage system is capable of providing grid stabilization, microgrid support and on-command power response. The hybrid  system utilizes Li-Ion, lead-acid and nickel-iron batteries to deliver an appropriate balance of rapidly available energy and total power. The system is designed to be modular so any number of additional tiers could be added to the system at a later date.",300.0,,,,40.0,-105.0,,"Electric Energy Time Shift, Microgrid Capability, On-Site Power, Ramping, Renewables Capacity Firming, ",Golden,Colorado,United States,08.01.2014,,,,,,,,,"Erigo Technologies, EaglePicher Technologies",20.0,,0.0,0.0,National Renewable Energy Laboratory,,DD.49.YYYY 17:49:35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,Stafford Hill Solar Farm &amp; Microgrid: Lead Acid,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"Green Mountain Power constructed an innovative new solar project to improve resiliency and safety in communities, by generating clean energy that can be stored and used to power an emergency shelter at Rutland High School during a storm. According to the U.S. Department of Energy, The Stafford Hill Solar Farm is the first project to establish a micro-grid powered solely by solar and battery back-up, with no other fuel source.  Stafford Hill includes 7,700 solar panels that can generate 2 MW of electricity, enough to power about 2,000 homes during full sun, or 365 homes year-round. It also includes 4 MW of battery storage to store solar generation, which will provide many benefits to customers, including allowing the disconnection of an entire circuit from the grid in an emergency and providing critical power for an emergency shelter at the high school.  The Stafford Hill Solar Farm is sited at the closed Rutland City landfill, and is the first known solar storage project in the country to repurpose brownfield land once used to bury waste for the siting of renewable energy.",2000.0,,,,43.619415999999994,-72.95,,"Electric Bill Management with Renewables, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",Rutland,Vermont,United States,12.08.2014,01.09.2015,12.08.2014,,ISO-NE,Green Mountain Power,Public Owned,Secondary Distribution,2 MW PV,"Green Mountain Power, Clean Energy States Alliance (CESA)",0.0,,2500000.0,0.0,,,DD.55.YYYY 16:55:45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,Alcatraz Island Microgrid ,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"The US National Park Service, National Renewable Energy Laboratory, US Department of Energy and Princeton Power Systems collaborated to install a commercial scale Microgrid System on Alcatraz Island as a solution to high diesel fuel costs, pollution in the bay area, and high carbon emissions. When a ship’s anchor ruptured the underwater power lines in 1950, that linked the island to San Francisco, Alcatraz was forced to turn to diesel fuel and coal as its source of power. This has led to power costs of $0.76/kWh.   Microgrid Design:  This project reflects the National Park Service’s initiative to find an alternative way of powering the island in order to reduce fuel costs and pollution. A microgrid system, comprised of PPS inverters, a solar array, advanced lead-acid batteries, a PPS Site Controller, and back-up generators, was selected as a way to independently power the island. Designing and building the system on one of California’s and the U.S.’s most well-known historic landmarks with over 1 million visitors per year, created many challenges.   Component Placement: Preserving the island in pristine condition while completing the installation was the greatest challenge. Given that a system of this size requires a large construction effort, component placement was key. To prevent the solar array from being visible from San Francisco, it was placed on the roof of the prison in a flat configuration rather than a traditional angled configuration. The inverters, battery rack, and generators were placed in the old generator room, as this space is isolated and not accessible for tourists. The room was also protected from the harsh salt water environment.  Commissioning: The fragile natural environment and wildlife, particularly the birds (Alcatraz is an old Spanish word for pelican), added to the challenge. Extra attention was given to the solar panels after being damaged by rocks and shells dropped from overhead birds. Despite the coarse condition of the generator room, engineers were able to insulate the room to prevent future problems and ensure reliable long-term operation.",400.0,,,,37.826977500000005,-122.42,,"Electric Supply Reserve Capacity - Non-Spinning, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",San Francisco,California,United States,01.07.2012,30.07.2012,01.08.2012,,,,,,307 kW PV Array,,0.0,$0.71/kWh,3600000.0,0.0,,,DD.20.YYYY 23:20:35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,Zerobase Kenya Microgrid,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"In August, 2013, ZeroBase revealed plans to install microgrid hybrid technology in partnership with Princeton Power Systems, with the intent of managing and updating existing generators, energy storage systems, and solar installations in and around Lokichogio, Kenya.  A hub of humanitarian efforts in eastern Africa, Lokichogio (or simply Loki, as it is often called) hosts United Nations offices, a hospital run by the International Committee of the Red Cross, and approximately fifty NGOs. Given the region’s rural location near the border of south Sudan, its incorporated NGOs, and the surrounding communities are often reliant on generators for electrical power. Aiming to provide solutions to Loki’s power concerns, ZeroBase was recently awarded a contract to supply hybridized microgrid generation and storage systems for a one-hundred-kilowatt installation in the region, utilizing Princeton Power Systems’ Microgrid technology.  Princeton Power Systems (www.princetonpower.com) is a New Jersey-based designer and manufacturer of products for energy storage, conversion, and management. Princeton Power Systems shares ZeroBase’s goal of enabling safe and sustainable energy use through the development of practical technology. While the customer currently has diesel generators, the project will incorporate adding PV, lead acid batteries, and a generator to the Micro-grid system.  Clearwater Industries, Ltd. is also working with ZeroBase in the Lokichogo region. Operating out of Nairobi, Clearwater Industries is a renewable energy company involved in the development, marketing, and distribution of hybrid energy solutions. As a conduit for ZeroBase’s pursuits in Kenya, Clearwater will be offering ZeroBase’s proprietary ReGenerator systems for installation throughout the region. Clearwater is also aiming to provide water filtration in the form of ZeroBase’s UF2500 units: portable ultrafiltration systems capable of purifying over two thousand gallons of water per day. Clearwater has also acquired an H-Series Hybrid power system from ZeroBase, as well as the water filtration systems, for testing and demonstration purposes.",100.0,,,,4.0,34.0,,"On-Site Power, ",Lokichogio,Lokichogio,Kenya,01.08.2013,,,,,,,,,ZeroBase,0.0,,0.0,0.0,,,DD.36.YYYY 22:36:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,China Lake Microgrid,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"The China Lake project incorporates PV, lead acid batteries, and a generator into a microgrid system while utilizing Princeton Power Systems inverters.",200.0,,,,35.6507888,-117.66,,"On-Site Power, ",Ridgecrest,California,United States,29.01.2014,,,,CAISO,,,,,,0.0,,0.0,0.0,,,DD.41.YYYY 22:41:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Fort Bliss Microgrid - Lockheed Martin,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"The US Army seeks to make Fort Bliss a net-zero facility for water, energy, and waste by 2018.  As part of the energy component, Lockheed Martin was contracted in 2010 to deliver a microgrid system.  Princeton Power Systems delivered a containerized system which consists of one 100 kW Grid-tied Inverter (GTIB) and multiple advanced lead-acid batteries, capable of producing 20 kWh’s of energy. In the event of a power outage, the ESS provides enough energy to power the base, thus allowing it to function as an independent energy resource.   In addition to seamless transition during grid failure, the ESS also provides valuable support services, including Power Factor Correction and Area Frequency Regulation services to the local electrical system operator while it is connected to the electric grid. It is the ESS’ seamless transition and operational abilities that make it an ideal tool for this project, providing increased reliability and security to Ft. Bliss.",300.0,,,,31.807211300000002,-106.43,,"Electric Bill Management, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Microgrid Capability, On-Site Power, ",Fort Bliss,Texas,United States,,16.05.2013,,,,El Paso Electric Company,Investor Owned,,120 kW PV Array,Lockheed Martin,0.0,,0.0,0.0,,,DD.43.YYYY 22:43:11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Okinawa Battery System,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"Okinawa Electric Power Co. (9511) will set up a battery storage system on Japan’s southernmost island to handle extra capacity generated by solar power projects. The device is needed because the electricity grid on the island of Okinawa is expected to reach its maximum ability to accept solar energy, the Ministry of Economy, Trade and Industry said today in a statement. Applications to build solar farms with 300 kilowatts of capacity or bigger could reach 57 megawatts as early as this month, METI said.",1500.0,,,,26.3344266,127.81,,"Frequency Regulation, Renewables Capacity Firming, Renewables Energy Time Shift, ",Okinawa,Okinawa,United States,02.12.2013,01.02.2015,,,,Okinawa Electric Power Company,Investor Owned,,four diesel generators and two wind-power generators,,17.0,,0.0,0.0,,,DD.39.YYYY 17:39:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,Yuza Wind Farm Battery,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"The wind farm has been operating commercially since 2010 with a total rated capacity of 15.4 MW output from the wind turbines combined with a lead acid battery system for output stabilization with a rated power of 4.5 MW: LL-W with a rated capacity of 10.5 MWh.  In the Tohoku-Area Japan, for the wind farm to be connected to the grid and sell the generated electricity to the utility, the output from the system must be kept within 10% of the rated output of the wind generation in a randomly selected 20 minute time range. The LL-W is a specially developed Valve Regulated Lead Acid (VRLA) battery to be used at Partial State of Charge (PSOC) suited for stabilizing the output fluctuation from the wind generation, and with an expected lifetime of 17 years. As lead acid batteries are a cost efficient technology, especially combined with the long life of the LL-W which requires no major additional costs, such as replacements, the system contributes to the cost reduction of the overall project.",4500.0,,,,39.0146158,139.91,,"Frequency Regulation, Load Following (Tertiary Balancing), Renewables Capacity Firming, ",Yuza,Yamagata,Japan,,01.12.2010,,,,,,,,,17.0,,0.0,0.0,,,DD.55.YYYY 17:55:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,NEDO New Mexico Smart Grid Demonstration Project,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"As an example of Hitachi’s power system stabilization solutions including energy storage systems being deployed overseas, the New Energy and Industrial Technology Development Organization (NEDO) has commissioned a Demonstration Project in Los Alamos County, New Mexico, USA, which includes a lead acid battery system comprised of lead acid batteries (LL1500-W model which is produced by Shin-Kobe Electric Machinery Co., Ltd.), a 500-kVA PCS for storage batteries. The PCS is a hybrid type that includes two circuits of DC/DC converters that can be connected to storage batteries and photovoltaic cells.  This demonstration project involves the construction of a system that is interconnected with the distribution line, and is engaging in a demonstration study into the effectiveness of suppressing short-term output fluctuations in photovoltaic power generation through the charging and discharging of lead-acid batteries.",800.0,,,,35.888079600000005,-106.31,,"Renewables Capacity Firming, ",Los Alamos,New Mexico,United States,25.06.2013,,,,,,,,,,0.0,,0.0,0.0,,,DD.53.YYYY 17:53:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,King Island Renewable Energy Integration Project (UltraBattery),Electro-chemical,Lead-acid Battery,Hybrid Lead-acid Battery/Electro-chemical capacitor,Operational,"On King Island, Hydro Tasmania has installed an Ecoult UltraBattery storage system, capable of 3 MW of power contribution and storing 1.6 MWh of useable energy.  At the time of installation, the battery was the largest ever installed in Australia and is located in a custom-built building at the King Island wind/diesel power station.",3000.0,,,,-39.9384028,143.91,,"Electric Supply Reserve Capacity - Spinning, Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",Nugara,Tasmania,Australia,,31.10.2013,19.03.2013,,,Hydro Tasmania,Public Owned,Primary Distribution,Wind Turbines,Hydro Tasmania,0.0,Performance metrics not available.,0.0,0.0,,,DD.47.YYYY 18:47:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,EaglePicher HQ PowerPyramid,Electro-chemical,Lead-acid Battery,Advanced Lead-acid Battery,Operational,"Demonstration system for industrial peak-shaving and grid-energy storage.  Tiered Hybrid ESS System: Tier 1: Li-Ion 100kW, 172kWh Tier 2: Tubular lead-acid 200kW, 240kWh Tier 3: AGM lead-acid 700kW, 1512kWh",1000.0,,,,37.0944308,-94.53,,"Electric Bill Management, Electric Energy Time Shift, Electric Supply Reserve Capacity - Non-Spinning, On-Site Power, Renewables Energy Time Shift, ",Joplin,Missouri,United States,,01.06.2012,01.10.2011,,SPP,Empire District Electric Company,Public Owned,Secondary Distribution,10KW Wind and 20 KW Solar attached,,12.0,,1400000.0,0.0,,,DD.26.YYYY 23:26:28,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,"Axion PowerCube for PJM (New Castle, PA)",Electro-chemical,Lead-acid Battery,Lead Carbon Battery,Operational,"Axion Power International, Inc., the developer of advanced lead-carbon PbC® batteries and energy storage systems, on November 22, 2011, integrated its PowerCube™ battery energy storage and battery system as a power resource for the PJM Regulation Market, which serves 58 million people in all or parts of 13 states and the District of Columbia. The use of PowerCube on the PJM market marks the first time an external energy storage system has been integrated into a major power grid. Axion Power, working in partnership with Philadelphia-based Viridity Energy on this and other projects, is initially participating in the PJM market as a 100 kw resource that will soon be ramped to higher kw levels. As a curtailment service provider in PJM, Viridity Energy will be managing the Axion PowerCube, a highly mobile and scalable 500kw/250kw Battery Energy Storage System.",500.0,,,,41.0,-80.0,,"Frequency Regulation, ",New Castle,Pennsylvania,United States,22.11.2011,22.11.2011,01.08.2011,,PJM,Penn Power,Investor Owned,Secondary Distribution,,,0.0,,0.0,0.0,,,DD.01.YYYY 15:01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,Shiura Wind Park 4.5 MW / 10.5 MWh BESS,Electro-chemical,Lead-acid Battery,Valve Regulated Lead-acid Battery,Operational,"The first wind farm in Japan with an output fluctuation regulating system.  The wind farm has been operating commercially since 2009 with a total rated capacity of 15.4 MW output from the wind turbines combined with a lead acid battery system for output stabilization with a capacity of 4.5 MW: LL-W with a rated capacity of 10.5 MWh.  In the Tohoku-Area Japan, for the wind farm to be connected to the grid and sell the generated electricity to the utility, the output from the system must be kept within 10% of the rated output of the wind generation in a randomly selected 20 minute time range.  The LL-W is a specially developed VRLA(Valve Regulated Lead Acid) battery to be used at PSOC (Partial State of Charge suited for stabilizing the output fluctuation from the wind generation, and with an expected lifetime of 17 years.  As lead acid batteries are a cost efficient technology, especially combined with the long life of the LL-W which requires no major additional costs, such as replacements, the system contributes to the cost reduction of the overall project.",4500.0,,,,41.054513,140.35,,"Renewables Capacity Firming, ",Shiura,Aomori,Japan,,01.02.2010,,,,,,,15.4 MW Wind Farm,"Hitachi Power Solutions Co., Ltd.",17.0,,0.0,0.0,,,DD.29.YYYY 23:29:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
