"									     Title", Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
"SDG&amp;E / Hecate Energy Bancroft - (San Diego, CA)",Electro-chemical,Electro-chemical,Lithium-ion Battery,Contracted,"San Diego Gas &amp;amp; Electric (SDG&amp;amp;E) announced that it has signed a contract with Hecate Energy Bancroft, LLC for a  20 megawatt (MW) energy storage facility that will be capable of storing enough electricity to power 28,000 homes for up to four hours. The lithium ion battery project is the largest of its kind in the San Diego region. Building on SDG&amp;amp;E’s commitment to create efficiencies and provide clean energy, the storage facility will support the company’s leadership position in delivering more renewable energy and bringing other sustainable practices directly into the community. Along with SDG&amp;amp;E solutions for increasing the number of zero-emission vehicles, these efforts help to lower the region’s carbon footprint overall.  The 20 MW battery project will be owned by Hecate Energy Bancroft LLC and supply energy under a 20-year power purchase agreement to SDG&amp;amp;E. The facility is expected to be completed by 2019.",20000,33,-117,,"Electric Energy Time Shift, Renewables Capacity Firming, Renewables Energy Time Shift, ",San Diego,California,United States,31.03.2016,01.01.2019,,,CAISO,San Diego Gas and Electric,Investor Owned,Transmission,,,20,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Kyushu Electric - Buzen Substation - Mitsubishi Electric / NGK Insulators,Electro-chemical,Sodium-sulfur Battery,Sodium-sulfur Battery,Operational,"Mitsubishi Electric Corp. has delivered what it claims is the world’s largest energy storage system to Japanese power vendor Kyushu Electric Power Co. The system—with 50 MW output and 300 MWh rated capacity—is part of a pilot project to balance supply and demand via high-capacity energy storage systems, and was installed at the Buzen Substation in Buzen, Fukuoka Prefecture in Japan.  The system smooths variations in frequency and power flow caused by renewable generation via battery control. In addition, it enables efficient operation via power supply control through the coordinated use of multiple-generation sources and batteries, as well as technology for optimizing operation, stoppage timing and output of the various sources.",50000,33.6115108,131.13,,"Frequency Regulation, Renewables Capacity Firming, ",Buzen,Fukuoka Prefecture,Japan,,03.03.2016,,,N/A,Kyushu Electric Power Co.,Investor Owned,,,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Western Power,Electro-chemical,Electro-chemical,Electro-chemical,Announced,"Western Power, the state-owned company that operates the grid in the south-west corner of Western Australia, is looking to take small communities completely off grid so that it can save money on costly network upgrades and extensions.  Western Power this week called a tender for up to ten stand-alone power systems, using solar plus battery storage, with back-up diesel, to cater for small communities around the Ravensthorpe region, around 500kms south east of Perth.",10,-33.581611,120.05,,"Microgrid Capability, ",Ravensthorpe,Western Australia,Australia,01.09.2015,,,,N/A,Western Power,State/Municipal Owned,,,,0,N/A,0,0,,,DD.49.YYYY 23:49:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temecula Valley Unified School District - SolarCity,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"SolarCity and Temecula Valley Unified School District (TVUSD) are together installing a six megawatt solar and energy storage project across 19 schools and the district&#039;s administrative office. The project includes 18 solar carports and two ground mount solar arrays. Five of the project&#039;s sites will also be equipped with DemandLogic, SolarCity&#039;s smart energy storage system. The energy storage systems will have 2,600 kilowatt hours of energy storage capacity that can later be intelligently dispatched during times of highest demand. TVUSD will reduce energy costs by using stored electricity to lower peak demand, further contributing to the district&#039;s overall cost savings.",260,33.4936391,-117.15,,"Electric Bill Management with Renewables, Renewables Energy Time Shift, ",Temecula,California,United States,06.10.2015,,,,CAISO,Southern California Edison,Investor Owned,Secondary Distribution,6 MW of solar across 19 schools and the district&#039;s administrative office,SolarCity,25,"It is expected to save the district more than $520,000 within the first year of operation alone, and $35 million over 25 years by providing affordable power at a discount to utility rates.",20000000,0,,,DD.33.YYYY 01:33:48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Orleans City Hall - PosiGen / SimpliPhi Power,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"PosiGen Solar Solutions, made a clean energy contribution to the City of New Orleans to help create a resilient City Hall. PosiGen, with partners SimpliPhi Power and Schneider Electric, is providing 25 kW of solar PV panels, energy storage and an educational monitoring display for the public. The rooftop solar installation will deliver clean power for City Hall to reduce energy costs, as well as provide backup power in the event of power disruptions or a future natural disaster.",10,30,-90,,"Electric Bill Management with Renewables, Resiliency, ",New Orleans,Louisiana,United States,,26.08.2015,,,N/A,Entergy,Investor Owned,Secondary Distribution,25 kW rooftop PV,,0,,0,0,,,DD.52.YYYY 01:52:14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Izu Oshima Battery Storage System - Hitachi Chemical Company,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"In cooperation with TEPCO Power Grid, Inc., Hitachi has been conducting a demonstration project on its large-scale battery energy storage system on Izu Oshima Island south of Tokyo.   The island has an independent power grid and is a suitable testing site to assess the effect of introducing large amounts of energy from renewable sources on the grid. In the demonstration project, which is aiming toward the commercialization of the system, the durability of the battery energy storage system was an especially important concern.   Hitachi Chemical Company, Ltd., the developer of the lead batteries, has more than 10 years&#039; experience in delivering devices to reduce power fluctuation. The company has been researching and analyzing batteries for longevity and has accumulated a knowledge base on the improvement of battery performance. In the Izu Oshima Island demonstration, Hitachi has also evaluating the durability and performance of the battery energy storage system through deterioration analysis utilizing data from Hitachi Chemical Company, Ltd. Further, Hitachi is creating control systems to monitor the operational status of the battery energy storage system for the demonstration project, not just for onsite monitoring but also for remote monitoring from the TEPCO&#039;s Oshima Power Plant at Izu Oshima Island in Tokyo and Hitachi&#039;s Omika Works in Ibaraki Prefecture. Hitachi is striving to develop control technology from research and analysis of the data for the operation of battery energy storage systems.  As Izu Oshima Island has been relying on diesel power generation, one of the purposes of this demonstration project is to evaluate the effect of using the battery energy storage system in reducing fuel costs. Hitachi is looking to find economical solutions to improve power grids in other island regions that have been relying on fossil fuels for their power supply. Hitachi is working towards optimal utilization of renewable energy and diesel power generation.",1500,34.7408836,139.39,,"Electric Energy Time Shift, Electric Supply Capacity, Frequency Regulation, ", Izu Oshima, Izu Oshima,Japan,24.12.2014,05.05.2015,,,N/A,Tokyo Electric Power Company (TEPCO),Investor Owned,Primary Distribution,,Hitachi Chemical Company,0,N/A,0,0,,,DD.31.YYYY 20:31:30,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drakes Landing-Solar Thermal Heating,Thermal Storage,Thermal Storage,Thermal Storage,Operational,"Consisting of 52 houses, it&#039;s the first large-scale solar community in North America to use borehole thermal energy storage to heat homes. Since its inception, the solar system has been providing well above 90 per cent of the space heating requirements. The last few years saw efficiencies of up to 98 per cent, requiring only a two per cent top-up from natural gas.   Homeowners pay a monthly fixed rate, about $70 to maintain the infrastructure. The community is revenue neutral. The real benefit comes from the reduced greenhouse gas emissions. The space heating system cuts about four to five tonnes of greenhouse gas, per household, every year.   For more information, see http://www.dlsc.ca/ or https://www.nrcan.gc.ca/media-room/backgrounders/2012/3299.",1500,50.7254936,-113.97,,"Electric Energy Time Shift, ",Okotoks,Alberta,Canada,09.03.2016,,,,N/A,,,,,,0,"The real benefit comes from the reduced greenhouse gas emissions. The space heating system cuts about four to five tonnes of greenhouse gas, per household, every year.",0,0,,,DD.31.YYYY 20:31:07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldthwaite Storage-Invenergy,Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,"GE  and Invenergy announced today the purchase of the first 2.5-120 brilliant wind turbines in the world. Invenergy has ordered three units as part of an 86-turbine deal with GE for its Mills County, Texas, wind farm. he 2.5-120 is the first wind turbine to incorporate short-term battery storage as part of the complete turbine package. Integrating the battery into the wind turbine allows wind farm operators to reap the benefits of energy storage without the high costs of farm-level battery storage installation. This revolutionary design integrates GE’s advanced Durathon Battery technology with three software applications (apps). The resulting intelligent system enables power producers and the wind turbines themselves to make data-informed decisions and provide short-term predictable power.",600,31.4498855,-98.57,,"Frequency Regulation, Onsite Renewable Generation Shifting, Ramping, ",Goldthwaite,Texas,United States,,01.06.2014,,,ERCOT,,,,,,0,N.A,0,0,,,DD.56.YYYY 21:56:17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
West-Ansung (Seo-Anseong) Substation ESS Pilot Project - 28 MW ESS - KEPCO / Kokam / LG Chem,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"KEPCO established a plan to build 500 MW of energy storage systems (ESS) for frequency regulation in stages over four years (2014-2017).    In 2014, for the first stage, KEPCO successfully installed 52 MW of ESS for frequency regulation across two sites, 28 MW at West-Ansung Substation and 24 MW at Shin-Yongin Substation.  KEPCO installed 28 MW (7 MWh) of Li-ion battery based energy storage for frequency regulation. Kokam provided Lithium-titanate (LTO) based Lithium Polymer battery energy storage for 16 MW / 5.4 MWh and LG Chem provided 12 MW. The ESS is currently in commercial operation as of June 2015 (Note: System testing took place before commercial operation from January 2015 to June 2015).  http://kokam.com/adv/news.php  http://home.kepco.co.kr/kepco/main.do",28000,37.0969412,127.22,,"Frequency Regulation, Transmission Congestion Relief, Voltage Support, ","84 Jangseo-ri, Yangseong-myeon, Anseong-si",Gyeonggi-do,"Korea, South",,10.07.2015,01.09.2014,,N/A,Korea Electric Power Corporation (KEPCO),Public Owned,,,Korea Electric Power Corporation (KEPCO),0,,0,0,,,DD.37.YYYY 21:37:50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Shin-Gimje Substation ESS - 24 MW ESS - KEPCO / Kokam,Electro-chemical,Electro-chemical,Lithium Nickel Manganese Cobalt Battery,Operational,"KEPCO installed 24 MW (9 MWh) of Li-ion battery based energy storage system for frequency regulation in 2015. At the time of commissioning, Shin-Gimje Substation was the largest capacity Lithium Nickel Manganese Cobalt energy storage used for frequency regulation in the world.",24000,35.7590321,127,,"Frequency Regulation, Transmission Congestion Relief, Voltage Support, ",86 Yongbok-ri,"Geumgu-myeon, Gimje-si","Korea, South",02.07.2015,07.03.2016,31.08.2015,,N/A,Korea Electric Power Corporation (KEPCO),Public Owned,,,,0,,0,0,,,DD.32.YYYY 21:32:03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Las Positas College EPIC Microgrid - Imergy / GELI,Electro-chemical,Vanadium Redox Flow Battery,Vanadium Redox Flow Battery,Announced,"Las Positas College announced that they will participate in a microgrid project funded by a $1.5 million grant from the California Energy Commission to enable the Chabot-Las Positas Community College District to integrate renewable energy sources into its operations, curb peak power and achieve greater energy independence.   The District will install Imergy Power Systems&#039; ESP30 series institutional scale vanadium redox flow batteries with a total capacity of 250 kilowatt / 1 megawatt-hour as part of the microgrid, which will be managed by the Geli&#039;s Energy Operating System and Energy Management applications. The energy storage system, to be installed at Las Positas College in Livermore, will enhance an existing 2.35 MW solar array that generates 55% of the energy needed at the campus, 3,200 ton-hours of ice thermal storage, and ten Level II EV charging stations to form a smart microgrid, capturing approximately $75,000 in annual energy savings for the District.   Part of the Commission&#039;s $26.5 million Electric Program Investment Charge (EPIC) program to develop a roadmap for energy smart communities, the project is designed to demonstrate how microgrids can help colleges and universities gain greater control over their energy consumption and costs while maintaining security and safety. Imergy&#039;s technology will be used to reduce peak power, balance energy loads, and &quot;island&quot; individual applications for greater reliability and resiliency, among other applications. Las Positas College consists of 435,000 square feet of facilities and includes a 15,000 square foot maintenance and operations complex designated as an emergency response facility by the Alameda County Emergency Preparedness Agency.",250,37.7108595,-121.8,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, Microgrid Capability, Onsite Renewable Generation Shifting, Resiliency, ",Livermore,California,United States,12.02.2015,,,,CAISO,Pacific Gas and Electric,Investor Owned,,2.35 MW solar array,,0,"Approximately $75,000 in annual energy savings for the District.",0,0,,,DD.49.YYYY 18:49:07,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Crpna Hidroelektrana Capljina - Čapljina Pumped Hydro Storage - (Bosnia and Herzegovina),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,"The PSPP Čapljina is located in Herzegovina - Neretva Canton.It was put into operation on November 25, 1979 and is a unique plant in the system of JP Elektroprivreda HZ HB d.d. Mostar for many reasons. It was the first pumped storage power plant in the former Yugoslavia. With its two 240 MVA motor-generators it contributes to reliability of the power system as well as solving the peak load problem.  Number of units: 2 Installed capacity: 420 MW Installed discharge: 225m3/s Technical minimum capacity: 140 MW Average annual energy output: 620 GWh Energy production from 1m3 of water: 0.52 kWh Water quantity needed for 1kWh: 1.93m3 Generator set efficiency: 74 % Energy value of reservoir: 3.4 GWh Reservoir storage capacity: 7.12 hm3 Utilizable reservoir volume: 6.5 hm3 Gross head - maximum: 229.2 m Gross head - minimum: 227.7 m",420000,43.0166042,17.81,,"Demand Response, Electric Supply Capacity, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Load Following (Tertiary Balancing), Voltage Support, ",Capljina - Svitava,FBiH,Bosnia and Herzegovina,,25.11.1979,,,N/A,JP Elektroprivreda HZ HB d.d. Mostar,State/Municipal Owned,Transmission,,,0,,0,0,,,DD.32.YYYY 17:32:43,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
College of Marin Kentfield Campus - Tesla,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"College of Marin is the first community college in California to partner with Tesla to install the new stationary storage products (Tesla Powerpack) on campus.  Being selected as a site for the energy storage systems comes with $5.3 million in government incentives that will cover site preparation costs and installation of the lithium-ion battery pack, liquid thermal control system, and software that receives dispatch commands from a solar inverter. Concrete slabs will be installed behind the Student Services Building at the Kentfield Campus and near the Main Building at the Indian Valley Campus.  Vice President Greg Nelson expects installation to begin in mid-May and last until the end of June. Once the stationary batteries are operational, Nelson estimates the cost savings to be anywhere from $100,000-$150,000 annually for the college.",2400,37.955595,-122.55,,"Electric Bill Management, Electric Energy Time Shift, ",Kentfield,California,United States,01.01.2015,01.07.2016,15.05.2016,,CAISO,,,,,,0,"$100,000 - $150,000 annual savings",0,0,,,DD.18.YYYY 19:18:13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Operator,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,For better integration of renewable energies in the distribution intelligent solutions are increasingly in demand. RWE Germany has launched the project &quot;smart operator&quot; to develop &quot;intelligent&quot; solutions in the low voltage network in August 2012.  250 test households in the communities Kisselbach and Wincheringen (Rheinland Pfalz) and Wertachau (Bavaria) are connected to an intelligent low-voltage grid.,75,48,11,,"Demand Response, Distribution upgrade due to solar, Electric Energy Time Shift, Renewables Energy Time Shift, Transportable Transmission/Distribution Upgrade Deferral, ",Schwabmuenchen,Bavaria,Germany,01.07.2013,14.03.2014,24.02.2014,,N/A,,Cooperative (Customer Owned),Primary Distribution,,,3,well working system all customer requests have been satisfied,0,0,,,DD.07.YYYY 00:07:08,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Entergy Solar-Plus-Storage Pilot Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,A pilot solar-plus-storage project to test the use of a 500 kWh lithium-ion battery to balance the variability of a 1 MW solar array.,1000,29.9510658,-90.07,,"Renewables Capacity Firming, ",New Orleans,Louisiana,United States,24.08.2015,,02.02.2016,,N/A,Entergy,Investor Owned,,,,0,,0,0,,,DD.25.YYYY 23:25:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
McHenry Battery Storage Project - EDF Renewable Energy,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"EDF Group’s first battery storage project in North America, developed and built by EDF Renewable Energy, reached commercial operation on December 20, 2015. The energy storage system, located in McHenry County, Illinois, added 40 megawatts (MW) of flexible capacity (20 MW nameplate) to the PJM Regional Transmission Organization (RTO) and will participate in both the regulation and capacity markets.   EDF Renewable Energy acquired 100% interest in the project late in the first quarter of 2015 from Chicago-based GlidePath Power; construction commenced in June 2015. The system is interconnected at the distribution level into Commonwealth Edison Company (ComED). The battery and power electronics were supplied by BYD America, consisting of 11 containerized units totaling 20 MW (22MVA) and is performing at expectation ***Note the 19.8 MW number comes from GlidePath&#039;s website www.glidepath.net",20000,42.3039993,-88.4,,"Electric Supply Capacity, Frequency Regulation, ",McHenry County,Illinois,United States,,20.12.2015,,,PJM,ComEd,Investor Owned,Primary Distribution,,GlidePath Power &amp; EDF Renewable Energy,0,,0,0,,,DD.13.YYYY 19:13:31,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellcube-Willibald-Gluck High School,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,"The Willibald-Gluck High School in Neumarkt, Oberpfalz was equipped with the very latest energy technology. For power supply a PV system was installed on the roofs of the school and the gym. The electricity generated by solar energy is used directly in the building or, for example on weekends, stored in the CellCube FB 30-130 energy storage system. Surpluses continue to flow into the public grid. Thus, the CellCube is used primarily for self-use of electricity.",30,49,11,,"Onsite Renewable Generation Shifting, Renewables Capacity Firming, Renewables Energy Time Shift, ",Neumarkt,Oberpfalz,Germany,01.06.2015,,,,N/A,,,,,,0,N/A,0,0,,,DD.27.YYYY 21:27:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Minami Hayakita Substation Hokkaido Electric Power- Sumitomo,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,"Hokkaido Electric Power Co Inc (HEPCO) and Sumitomo Electric Industries (SEI) Ltd announced Dec 25, 2015, that they have completed a large-scale storage battery system at Minamihayakita Transformer Station in Abira-chou, Hokkaido, and started to test the system.  The two companies installed a redox flow battery manufactured by SEI. It has a rated output of 15MW and a capacity of 60MWh and is one of the world&#039;s largest redox flow batteries in operation.  In the verification project, which will last for about three years, HEPCO and SEI will verify the performance of the system as a new system for adjusting the output fluctuation of wind and solar power generation facilities and develop optimal control technologies.",15000,43.0646147,141.35,,"Renewables Capacity Firming, ",Abira-Chou,Hokkaido,Japan,13.07.2013,25.12.2015,,,N/A,Hokkaido Electric Power Company,Investor Owned,,,Sumitomo Electric Industries,3,N.A,0,0,,,DD.01.YYYY 01:01:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DeGrussa Copper Mine - juwi AG,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"juwi’s Australian unit built the 10.6 megawatt solar park at the DeGrussa mine about 560 miles (901 kilometers) north of Perth for Sandfire Resources NL. The park’s 34,000 solar modules are spread over 49 acres and linked to a 6 megawatt battery storage system. Together they’ll supply daytime power for Degrussa.  A 19 megawatt diesel plant can take over the mine’s power supply when the solar panels aren’t producing. The solar plant will reduce DeGrussa’s carbon dioxide emissions by 12,000 tons annually and cut diesel consumption by 1.3 million gallons or 20 percent. The project was financed by the Clean Energy Corporation, Neoen SAS and with a $15.7 million USD grant from the Australian Renewable Energy Agency.  Sandfire Resources NL signed the offtake of electricity for 6 years and Origin energy signed the offtake for LGC’s (Green Certificates) for 5.5 years. The CEFC (Clean Energy Finance Corporation) provided the project debt.  http://www.energy-storage.news/editors-blog/in-pictures-australian-copper-and-gold-mines-solar-diesel-storage-hybrid-pr  https://www.youtube.com/watch?v=ubThWq_WTLM&amp;amp;feature=youtu.be",6000,-26.3622715,118.61,,"Electric Bill Management, Electric Bill Management with Renewables, Electric Energy Time Shift, Electric Supply Reserve Capacity - Spinning, Frequency Regulation, Microgrid Capability, On-Site Power, Onsite Renewable Generation Shifting, Ramping, Renewables Capacity Firming, Renewables Energy Time Shift, Resiliency, ",Meekatharra,Western Australia,Australia,,08.06.2016,01.07.2015,,N/A,,,,10.6 MW Solar PV and a 19 MW Diesel Plant,juwi Renewable Energy,0,"Save 30% on Fuel Costs, Diesel Consumption to be Cut by 20%",30000000,0,,,DD.02.YYYY 22:02:21,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Iksan ESS - LG Chem,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,"LG Group is working on accelerating the success of its energy solution products by installing them in its factories.   The conglomerate aims to insert solar energy panels on the roofs of 19 of its factories and also plans to equip LG Chem plants in Iksan, North Jeolla, and Ochang, North Chungcheong, with efficient energy storage systems (ESS).  LG believes that establishing and operating these products in its own plants will help it to manage energy efficiency while gaining the trust of potential clients.",3000,35.9482858,126.96,,"Electric Bill Management with Renewables, Resiliency, ",Iksan,North Jeolla,"Korea, South",,02.07.2014,01.07.2014,,N/A,,,,,LG Chem,0,The new facilities with ESS are expected to save about 1.3 billion won ($1.2 million) annually for the company and will also help LG deal with power shortages without having to shut down its plants.,0,0,,,DD.52.YYYY 17:52:42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ochang ESS - LG Chem,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,"LG Group is working on accelerating the success of its energy solution products by installing them in its factories.   The conglomerate aims to insert solar energy panels on the roofs of 19 of its factories and also plans to equip LG Chem plants in Iksan, North Jeolla, and Ochang, North Chungcheong, with efficient energy storage systems (ESS).  LG believes that establishing and operating these products in its own plants will help it to manage energy efficiency while gaining the trust of potential clients.  http://koreajoongangdaily.joins.com/news/article/Article.aspx?aid=2987055",1500,0,0,,"Electric Bill Management with Renewables, Resiliency, ",Ochang,North Jeolla,"Korea, South",,,01.07.2014,,N/A,,,,,LG Chem,0,LG Chem expects energy related cost to be cut up to 4 hundred million KRW with the newly constructed large capacity ESS.,0,0,,,DD.58.YYYY 17:58:43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Schneider Electric-Boston One,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Announced,Schneider Electric announced that it is building a 400-kW solar plus storage microgrid at its Boston One campus in Massachusetts. The system will be able to store up to 1-MWh of electricity and will be able to “island” so as to potentially provide emergency shelter in the event of a long duration outage.,400,42.6583356,-71.14,,"Electric Energy Time Shift, Microgrid Capability, Resiliency, ",Andover,Massachusetts,United States,10.02.2016,,,,ISO-NE,,,,,Duke Energy,20,"The System could supply up to 560,000 kWh of electricity per year.",0,0,,,DD.59.YYYY 23:59:25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vlissingen Advancion Energy Storage - AES,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The Netherlands Advancion Energy Storage Array has begun operating and provides 10 MW / 10 MWh of storage to Dutch transmission system operator TenneT. The project, which is AES’s first installation on the European continent, will provide Primary Control Reserve (PCR), matching supply and demand on the local grid by using power stored in its batteries to respond quickly to grid imbalances. PCR is known by a number of other terms, such as frequency regulation, in the US and elsewhere.",10000,51.4536672,3.57,,"Frequency Regulation, ",Vlissingen,Zeeland,Netherlands,,31.12.2015,13.07.2015,,TenneT,,,,,AES,0,,0,0,,,DD.44.YYYY 20:44:42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Power Distribution (WPD) Battery Storage Facility - RES (UK),Electro-chemical,Electro-chemical,Electro-chemical,Operational,"The 300 kW / 640 kWh BYD lithium-ion battery system at a solar farm in Somerset is one of the first industrial-scale battery storage facilities developed in the UK, thanks to an initiative between British Solar Renewables (BSR) and Western Power Distribution (WPD).  This £1 million project will demonstrate the technical and commercial feasibility of directly linking a major battery storage facility, a solar park and the electricity network.  WPD, the electricity distributor for the Midlands, South West and South Wales, is carrying out the project funded by Ofgem’s Network Innovation Allowance, in conjunction with BSR and the National Solar Centre (NSC).  The aim is to realize the benefits of using battery storage on an industrial scale so it can play a key role in the UK energy market as it moves towards a renewable energy future.  A key outcome of the initiative will be the creation of a framework commercial agreement model for use by investors and developers to increase battery storage assets across the UK.  The project is connected to WPD’s South West network and WPD will use the system to peak lop generation to avoid network overloads and voltage excursions, as well as harnessing reactive power from the batteries inverters to reduce voltage rise and using stored energy to support the network at times of high demand.",300,51.0737494,-2.71,,"Electric Bill Management with Renewables, Electric Energy Time Shift, Renewables Capacity Firming, Renewables Energy Time Shift, ",Butleigh,Somerset,United Kingdom,07.01.2016,19.08.2016,,,N/A,Western Power Distribution (Subsidiary of PPL Corporation),Investor Owned,,"1.5 MW solar park, at Copley Wood near Butleigh, Somerset (owned by British Solar Renewables)",RES (UK),0,,1396055,0,UK National Solar Centre (NSC),The BRE National Solar Centre was established in 2012 to provide independent evidence based information on solar energy systems and related topics.,DD.18.YYYY 20:18:31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Charlotte Hobbs Memorial Library - JuiceBox Energy,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,"JuiceBox Energy and ReVision Energy have embarked upon a unique installation of an 8.1 KW solar panel array and an innovative energy storage system at the Charlotte Hobbs Memorial Library in Lovell, Maine. The 115-year-old library is being outfitted with the latest in high-tech energy storage that supports the board of trustees’ mission statement to combine the traditional role of the institution with a commitment to reducing the building’s carbon footprint. Funded by an anonymous donor, this project provides the library with integrated solar and energy storage to reduce grid reliance, lower costs, and ensure emergency standby electricity. The combined system consists of 27 high-efficiency solar panels and the intelligent JuiceBox Energy Storage solution  that can be controlled over a cellular, cloud-based network.",6,44,-71,,"Electric Bill Management with Renewables, Grid-Connected Commercial (Reliability &amp; Quality), Renewables Energy Time Shift, Resiliency, ",Lovell,Maine,United States,26.02.2016,,,,ISO-NE,Central Maine Power (subsidiary of Iberdrola),Investor Owned,Secondary Distribution,8.1 kW Solar Array,,0,,0,0,,,DD.24.YYYY 01:24:24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
